zpid,Address,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,homeType,homeStatus,is_bankOwned,isUnmappable,isPreforeclosureAuction,isNonOwnerOccupied,isPremierBuilder,isZillowOwned,currency,country,taxAssessedvalue,lotAreaValue,lotAreaUnit
37449944,10700 Wembrough Pl,20623,Cheltenham,MD,38.74272,-76.82485,489900.0,3,4,2059.0,SINGLE_FAMILY,FOR_SALE,True,False,False,True,False,False,USD,USA,408000.0,0.3283287419651056,acres
37386475,4009 Forest Grove Dr,20746,Suitland,MD,38.8338,-76.89473,275000.0,1,3,704.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,180600.0,4775.0,sqft
37395340,6602 Halleck St,20747,District Heights,MD,38.85591,-76.89265,470000.0,3,4,1856.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,404500.0,7000.0,sqft
37492389,8411 Church Ln,20720,Bowie,MD,39.00501,-76.789116,499500.0,3,4,1196.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,352600.0,0.4850550964187328,acres
37522936,2114 Beechwood Rd,20783,Hyattsville,MD,38.97699,-76.97389,538000.0,2,4,1964.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,341400.0,8050.0,sqft
37538142,702 Carlough St,20785,Landover,MD,38.89902,-76.88427,499900.0,3,3,1844.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,371400.0,9724.0,sqft
37471185,8303 Eugenia St,20744,Fort Washington,MD,38.7755,-77.0037,430000.0,3,4,1296.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,343500.0,8754.0,sqft
37380351,2413 Gaither St,20748,Temple Hills,MD,38.8368,-76.95682,360000.0,2,3,1315.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,276600.0,5800.0,sqft
37352588,6703 Dorman St,20784,Hyattsville,MD,38.93338,-76.89625,425000.0,2,5,962.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,258300.0,6830.0,sqft
37382851,2402 Kenton Pl,20748,Temple Hills,MD,38.83327,-76.95479,365000.0,3,3,1827.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,221200.0,4957.0,sqft
37522199,2004 Hayden Rd,20782,Hyattsville,MD,38.95017,-76.97623,349000.0,1,3,1912.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,432000.0,5400.0,sqft
37536197,1203 Gondar Ave,20785,Landover,MD,38.90619,-76.89425,300000.0,2,3,1248.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,337400.0,8250.0,sqft
37507143,7305 Havre Turn,20772,Upper Marlboro,MD,38.79122,-76.78937,399900.0,3,3,1560.0,SINGLE_FAMILY,FOR_SALE,True,False,False,True,False,False,USD,USA,337500.0,10000.0,sqft
37523322,1624 Drexel St,20912,Takoma Park,MD,38.97847,-76.98191,434900.0,2,3,1075.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,271700.0,6900.0,sqft
37461020,1203 Crisfield Dr,20745,Oxon Hill,MD,38.80962,-76.99069,364999.0,3,3,1000.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,291200.0,7365.0,sqft
37311155,1304 Caddington Ave,20901,Silver Spring,MD,39.03388,-77.02162,550000.0,3,4,1440.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,408967.0,7116.0,sqft
37561701,6210 Seminole Pl,20740,College Park,MD,38.99508,-76.90613,465000.0,2,4,1788.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,348200.0,6660.0,sqft
37472658,107 Colton St,20774,Upper Marlboro,MD,38.88997,-76.81218,425000.0,3,4,2225.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,325800.0,0.25381083562901746,acres
51956633,6949 Westhampton Dr,22307,Alexandria,VA,38.76624,-77.07587,539900.0,2,3,1344.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,404760.0,4530.0,sqft
37434450,8301 Deborah St,20735,Clinton,MD,38.77595,-76.86565,475000.0,3,5,2394.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,340700.0,10827.0,sqft
37394785,6201 Tamara Ct,20746,Suitland,MD,38.82432,-76.90022,424899.0,4,3,2298.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,271200.0,6310.0,sqft
37380281,1514 Shamrock Ave,20743,Capitol heights,MD,38.86787,-76.91857,410000.0,3,4,2100.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,400.0,4753.0,sqft
37415608,101 Park Pl,20774,Upper Marlboro,MD,38.89389,-76.79378,449900.0,4,5,2277.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,430900.0,0.3851010101010101,acres
37458813,7704 Locust Ln,20744,Fort Washington,MD,38.78314,-76.96237,465000.0,3,3,1344.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,316600.0,0.7874196510560147,acres
37564995,5004 Eutaw Pl,20740,College Park,MD,39.0054,-76.92134,509900.0,3,4,1837.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,417100.0,6570.0,sqft
37461373,129 N Huron Dr,20745,Oxon Hill,MD,38.8146,-77.00404,324900.0,1,4,1170.0,SINGLE_FAMILY,FOR_SALE,True,False,False,True,False,False,USD,USA,263600.0,7500.0,sqft
37518840,1604 Amherst Rd,20783,Hyattsville,MD,38.9757,-76.98163,459900.0,3,4,1450.0,SINGLE_FAMILY,FOR_SALE,,False,False,True,False,False,USD,USA,314500.0,7935.0,sqft
